id,name,team,minutes_average,passes_accuracy,take_ons_accuracy,challenges_accuracy,tackles_accuracy,shots_accuracy,saves_accuracy,external_id,matches_played,starts,minutes,progressive_carries,progressive_passes,progressive_passes_received,touches,carries,miscontrols,dispossessed,passes_completed,passes_attempted,take_ons_attempted,successful_take_ons,tackles,tackles_won,blocks,shots_blocked,passes_blocked,interceptions,clearances,recoveries,dribblers_challenged,challenges_lost,errors,shot_creating_actions,goal_creating_actions,shots_total,shots_on_target,expected_goals,expected_assists,key_passes,carries_into_final_third,offsides,gk_shots_on_target_against,gk_saves
399,Lewis Hall,Newcastle,81.07,81.66,52.78,54.12,70.5,7.89,0,da011f18,27,24,2189,1.41,4.24,2.76,62.76,32.76,1.14,0.69,44.83,54.9,0.72,0.38,2,1.41,1.14,0.62,0.52,0.62,2.59,4.1,2.55,1.17,0.1,2.17,0.21,0.38,0.03,0.01,0.13,1.17,0.76,0.03,0,0
401,Alexander Isak,Newcastle,81.06,75.35,46.34,34.15,43.75,43.19,0,8e92be30,34,34,2756,2.24,2.38,5.86,27.7,16.62,1.78,1.49,14.03,18.62,2.46,1.14,0.32,0.14,0.49,0.05,0.43,0.08,0.46,1.49,0.41,0.27,0.03,2.49,0.38,2.57,1.11,0.55,0.1,1.11,1.14,0.54,0,0
402,Jacob Murphy,Newcastle,67.43,68.53,50.67,45.83,67.21,35.48,0,de112b84,35,31,2360,1.72,1.8,5.02,27.63,15.93,0.7,0.8,14.96,21.83,1.5,0.76,0.61,0.41,0.67,0,0.67,0.28,0.76,2.13,0.96,0.52,0.02,1.78,0.33,0.93,0.33,0.12,0.13,0.91,0.87,0.07,0,0
403,Joelinton Cássio Apolinário de Lira,Newcastle,82.52,82.73,32.43,57.04,61.41,28.97,0,c17bfb65,29,29,2393,1.29,3.74,3.55,43.87,23.52,1.26,1.71,27.84,33.65,1.48,0.48,1.84,1.13,1.19,0.23,0.97,0.74,1.52,4.81,1.42,0.61,0.06,1.97,0.29,1.45,0.42,0.13,0.07,0.74,0.84,0.23,0,0
404,Lloyd Kelly,Newcastle,84.42,83.06,0,77.33,73.6,13.79,0,f31def1e,12,11,1013,0.83,3,2.17,66.42,36.08,0.75,0.25,46.58,56.08,0.08,0,1.25,0.92,0.92,0.5,0.42,0.17,4.67,4.58,0.75,0.17,0.25,1,0,0.58,0.08,0.03,0.02,0.25,0.75,0,0,0
405,Emil Krafth,Newcastle,28.5,78.45,0,62.5,45.45,0,0,77cf6852,12,2,342,0.14,0.22,0.08,5.38,2.22,0.05,0.05,3.35,4.27,0.03,0,0.11,0.05,0.14,0.11,0.03,0.05,0.43,0.51,0.08,0.03,0,0.08,0,0.03,0,0,0,0.03,0.16,0,0,0
409,Tino Livramento,Newcastle,76.76,85.4,44.62,54.01,66.67,35.71,0,afed6722,37,32,2840,1.93,3.67,2.77,45.67,23.79,0.74,0.91,32.63,38.21,1.3,0.58,1.26,0.84,0.86,0.26,0.6,0.53,2.51,4.4,1.37,0.63,0.02,1.05,0.05,0.14,0.05,0.01,0.06,0.58,0.98,0.05,0,0
410,Sean Longstaff,Newcastle,31.92,84.37,30,66.67,58.97,11.11,0,a2b105e0,25,8,798,0.06,0.57,0.31,6.2,3.54,0.13,0.1,4.21,4.99,0.1,0.03,0.39,0.23,0.24,0.07,0.17,0.1,0.11,0.44,0.39,0.13,0,0.2,0.03,0.09,0.01,0.01,0,0.06,0.14,0,0,0
411,Lewis Miley,Newcastle,22.36,87.98,40,52,80,80,0,2c6835e5,14,1,313,0.04,0.3,0.14,4.2,2,0.14,0.02,3,3.41,0.05,0.02,0.25,0.2,0.09,0.02,0.07,0.04,0.09,0.29,0.25,0.12,0.04,0.07,0,0.05,0.04,0.01,0.01,0.02,0.04,0,0,0
413,Nick Pope,Newcastle,90,73.54,0,0,0,0,71.56,4b40d9ca,28,28,2520,0,0.04,0,31.14,15.68,0,0.04,20.54,27.93,0,0,0,0,0.04,0,0.04,0.04,1.14,0.86,0,0,0.18,0.25,0,0,0,0,0,0.04,0,0,4.29,3.07
415,Fabian Schär,Newcastle,86.29,83.66,62.16,40,58.25,27.19,0,c8aa95da,34,33,2934,0.51,3.37,0.63,66.26,41.09,0.34,0.17,47.26,56.49,0.37,0.23,1.03,0.6,1.09,0.71,0.37,1.29,3.94,3.83,1,0.6,0.09,1.06,0.11,1.14,0.31,0.11,0.03,0.14,0.77,0.11,0,0
416,Matt Targett,Newcastle,52,0,0,0,0,0,0,e514ab62,2,2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Sandro Tonali,Newcastle,73.06,83.69,53.57,49.14,62.93,33.75,0,0db169ae,36,28,2630,0.84,2.91,1.2,41.32,22.25,0.68,0.52,29.2,34.89,0.84,0.45,1.16,0.73,0.77,0.25,0.52,0.77,0.75,4.02,1.16,0.59,0.05,1.77,0.2,0.8,0.27,0.1,0.06,0.64,0.91,0.05,0,0
418,Kieran Trippier,Newcastle,45,0,0,0,0,0,0,21512407,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Joe Willock,Newcastle,33.94,82.64,33.33,59.46,55.56,19.05,0,a3b03921,32,11,1086,0.45,0.49,1.02,6.35,3.87,0.44,0.27,3.57,4.32,0.42,0.14,0.36,0.2,0.29,0.07,0.21,0.07,0.08,0.48,0.37,0.15,0,0.54,0.05,0.21,0.04,0.02,0.01,0.26,0.33,0.04,0,0
421,Callum Wilson,Newcastle,20.56,75,11.11,0,100,12.5,0,c596fcb0,18,2,370,0.06,0.05,0.22,1.22,0.6,0.21,0.15,0.51,0.68,0.09,0.01,0.03,0.03,0.03,0,0.03,0.01,0.01,0.14,0.03,0.03,0,0.13,0,0.08,0.01,0.01,0,0.04,0.05,0.04,0,0
590,William Osula,Newcastle,9.57,63.64,40,0,0,33.33,0,7b355808,14,0,134,0.04,0.03,0.13,0.43,0.28,0.05,0.05,0.14,0.22,0.05,0.02,0.02,0,0,0,0,0.03,0.02,0.02,0.02,0.02,0,0.03,0,0.03,0.01,0,0,0.02,0.01,0.01,0,0
26,Álex Moreno Lopera,Nott'm Forest,63.67,71.98,38,38.71,72.27,0,0,16e9d0ea,15,11,955,1.24,1.62,1.62,26.62,10.9,0.62,0.29,14.67,20.38,1,0.38,1.19,0.86,0.52,0.24,0.29,0.71,2.05,2.38,1.86,1.14,0,0.76,0.1,0.29,0,0.01,0.05,0.38,0.76,0,0,0
422,Ola Aina,Nott'm Forest,85.57,73.51,46,56.18,76.47,19.35,0,246d153b,35,35,2995,1.86,2.97,1.86,47.44,20.81,1.22,0.61,27.61,37.56,2,0.92,1.53,1.17,0.94,0.33,0.61,0.92,3.19,5.28,1.78,0.78,0.11,1.72,0.11,0.31,0.06,0.02,0.06,0.44,1.28,0.06,0,0
423,Elliot Anderson,Nott'm Forest,73.73,78.28,47.9,43.32,60.78,17.98,0,de31038e,37,33,2728,1.16,3.18,2.11,40.71,20.71,1.33,1.09,24.11,30.8,1.67,0.8,2.04,1.24,1.07,0.2,0.87,0.69,1.69,4.6,2.47,1.4,0.09,1.93,0.22,0.89,0.16,0.05,0.08,0.82,0.71,0.09,0,0
424,Taiwo Awoniyi,Nott'm Forest,16,63.64,50,66.67,50,42.86,0,e5478b87,26,3,416,0.04,0.05,0.14,1.14,0.62,0.13,0.13,0.42,0.66,0.06,0.03,0.04,0.02,0.01,0,0.01,0,0.05,0.12,0.03,0.01,0,0.06,0.01,0.07,0.03,0.01,0,0.01,0.03,0.01,0,0
425,Willy Boly,Nott'm Forest,25,78.68,0,100,17.24,100,0,a4ac4b8f,6,1,150,0,0.1,0,4.62,1.67,0.05,0,2.62,3.33,0,0,0.29,0.05,0.19,0.1,0.1,0.14,0.57,0.24,0.19,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0
428,Eric da Silva Moreira,Nott'm Forest,15,86.57,0,34,100,0,0,0a4f579a,2,0,30,0.08,0,0.08,1.08,0.33,0.08,0,0.58,0.67,0.08,0,0.17,0.17,0,0,0,0.08,0,0.17,0.5,0.33,0,0,0,0,0,0,0,0,0,0,0,0
429,Danilo dos Santos de Oliveira,Nott'm Forest,21,69.23,100,0,0,0,0,a816dbfb,1,0,21,0,0.25,0,3.5,2.25,0,0.25,2.25,3.25,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
431,Nicolás Domínguez,Nott'm Forest,57.74,86.68,35.29,47.55,52.47,42.5,0,20b3a502,34,23,1963,0.3,1.57,0.62,22.98,8.89,0.43,0.23,15.49,17.87,0.17,0.06,1.62,0.85,0.72,0.23,0.49,0.55,1.02,2.15,1.43,0.75,0.02,0.72,0,0.4,0.17,0.03,0.03,0.25,0.26,0.02,0,0
432,Anthony Elanga,Nott'm Forest,65.82,65.29,30.06,27.27,72.97,54.65,0,2fba6108,38,31,2501,2,1.24,4.49,21.86,11.76,1.55,0.84,10.59,16.22,1.63,0.49,0.37,0.27,0.22,0.02,0.2,0.12,0.49,1.75,0.33,0.24,0,2,0.35,0.86,0.47,0.09,0.1,0.98,0.88,0.35,0,0
433,Morgan Gibbs-White,Nott'm Forest,82.44,78.25,40.38,51.69,50.86,34.55,0,32f60ed8,34,34,2803,1.86,4.43,3.68,43.95,24.95,1.89,1.19,26.84,34.3,2.08,0.84,1.16,0.59,0.49,0.14,0.35,0.62,0.78,3.43,0.89,0.43,0.03,3.11,0.51,1.65,0.57,0.17,0.13,1.38,1.41,0.19,0,0
434,Callum Hudson-Odoi,Nott'm Forest,70.77,81.96,58.64,67.39,64.29,46.32,0,15f3ec41,31,25,2194,3.33,1.82,4.85,26.54,16.44,1.15,0.59,17.72,21.62,1.62,0.95,0.56,0.36,0.28,0,0.28,0.33,0.31,2.36,0.46,0.15,0.03,2.41,0.28,0.95,0.44,0.06,0.07,1.13,1.56,0.21,0,0
436,Murillo Santiago Costa dos Santos,Nott'm Forest,88.56,78.48,72.82,58.59,68.03,24.64,0,1704b0b8,36,36,3188,0.61,3.19,0.14,53.28,22.81,0.53,0.28,31.61,40.28,1.03,0.75,1.47,1,1.92,1.25,0.67,1,6.92,3.94,1.28,0.53,0.08,1.22,0.06,0.69,0.17,0.04,0.03,0.36,0.69,0,0,0
437,Neco Williams,Nott'm Forest,74.11,75.54,39.09,61.46,63.55,19.32,0,dd323728,35,28,2594,1.62,2.12,2.45,37.26,15.48,0.86,0.5,20.07,26.57,1.1,0.43,2.14,1.36,1,0.24,0.76,0.74,3.26,2.62,2.05,0.79,0.07,1.21,0.14,0.88,0.17,0.05,0.04,0.43,0.67,0.05,0,0
442,Ibrahim Sangaré,Nott'm Forest,45.38,85.45,0,47.06,50,100,0,bced0375,13,7,590,0.04,1.08,0.16,16.28,6.84,0.2,0.16,11.04,12.92,0.04,0,1.12,0.56,0.4,0.16,0.24,0.24,0.52,1.68,0.68,0.36,0.04,0.32,0,0.04,0.04,0,0.01,0.16,0.08,0,0,0
443,Matz Sels,Nott'm Forest,90,52.02,0,100,100,0,72.12,834b5c4c,38,38,3420,0.03,0.05,0,29,13.89,0,0,13.66,26.26,0,0,0.03,0.03,0,0,0,0,0.68,0.45,0.03,0,0.03,0.16,0,0,0,0,0.01,0.05,0.03,0,4.34,3.13
444,Harry Toffolo,Nott'm Forest,34.25,70.15,0,75,60,0,0,a105d46a,4,1,137,0,0.2,0.4,8.8,1.7,0,0,4.7,6.7,0,0,0.5,0.3,0.2,0.2,0,0.2,1.2,0.2,0.4,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0
447,Chris Wood,Nott'm Forest,82.19,64.33,30.3,25,86.67,49.1,0,4e9a0555,36,35,2959,0.36,1.08,2.41,19.74,9.64,1.92,0.72,8.08,12.56,0.33,0.1,0.15,0.13,0.31,0.18,0.13,0.13,0.74,1.28,0.28,0.21,0.03,1.13,0.13,1.67,0.82,0.34,0.04,0.56,0.28,0.72,0,0
449,Ryan Yates,Nott'm Forest,54.71,81.5,50,46.15,50,27.59,0,c1fe2a48,35,18,1915,0.32,0.93,0.28,18.26,7.44,0.42,0.32,10.84,13.3,0.32,0.16,0.74,0.37,0.67,0.18,0.49,0.46,1.07,1.82,0.65,0.35,0.02,0.67,0.05,0.58,0.16,0.04,0.01,0.32,0.32,0.12,0,0
573,Nikola Milenković,Nott'm Forest,90,82.27,100,79.35,56.52,28.21,0,bee704fc,37,37,3330,0.08,1.38,0.16,38.16,14.78,0.11,0.05,22.97,27.92,0.03,0.03,1.38,0.78,1.11,0.65,0.46,0.73,5.65,2.3,0.92,0.19,0.03,0.57,0.08,0.78,0.22,0.11,0.01,0.24,0.08,0.05,0,0
596,João Pedro Ferreira Silva,Nott'm Forest,27.55,60.31,29.41,22.22,51.85,30.43,0,4d77e622,31,5,854,0.21,0.18,0.58,3.53,1.73,0.24,0.12,1.17,1.94,0.34,0.1,0.27,0.14,0.09,0.01,0.08,0.12,0.17,0.43,0.27,0.21,0,0.29,0.03,0.23,0.07,0.02,0.02,0.14,0.13,0.08,0,0
620,Ramón Sosa,Nott'm Forest,31.8,72.41,16.28,0,50,0,0,2d3417a1,5,0,159,0.64,0.71,1.93,7.43,4.07,0.57,0.29,3.57,4.93,0.86,0.14,0.14,0.07,0.07,0,0.07,0,0.29,0.57,0.21,0.21,0,0.57,0.29,0.21,0,0.01,0.04,0.36,0.21,0.07,0,0
653,Felipe Rodrigues da Silva morato,Nott'm Forest,34.88,77.01,100,61.29,63.64,33.33,0,0f41e2ee,26,6,907,0.01,0.28,0.01,6.82,2.45,0.09,0.04,3.55,4.61,0.03,0.03,0.33,0.21,0.21,0.07,0.13,0.15,1.16,0.54,0.31,0.12,0.03,0.04,0,0.03,0.01,0,0,0,0.03,0,0,0
14,Aaron Ramsdale,Southampton,90,63.28,0,0,0,0,63.8,466fb2c5,30,30,2700,0,0,0,43.8,26.2,0.1,0,25.8,40.77,0,0,0,0,0,0,0,0.07,0.33,0.77,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,6.27,4
27,Cameron Archer,Southampton,41.17,81.82,40.82,25,64.71,35.14,0,05e8ca6d,35,13,1441,0.29,0.18,0.87,5.24,2.97,0.53,0.34,2.7,3.3,0.49,0.2,0.17,0.11,0.07,0.01,0.05,0.03,0.14,0.46,0.12,0.09,0,0.26,0,0.37,0.13,0.08,0.01,0.07,0.13,0.11,0,0
188,Lesley Ugochukwu,Southampton,63.65,85.01,67.95,50,48.2,10.71,0,1df4a109,26,18,1655,0.81,1.36,0.56,24.42,13.31,0.33,0.36,16.67,19.61,0.78,0.53,1.39,0.67,0.75,0.28,0.47,0.39,0.64,1.86,1,0.5,0.06,0.67,0.03,0.28,0.03,0.02,0.02,0.39,0.42,0,0,0
397,Ryan Fraser,Southampton,38.25,74.83,64.71,66.67,33.33,100,0,d56543a0,8,4,306,0.56,0.44,1,7.28,4.11,0.22,0.11,4.28,5.72,0.17,0.11,0.33,0.11,0.06,0.06,0,0.06,0.5,0.56,0.33,0.11,0,0.28,0,0.06,0.06,0,0.01,0.11,0.28,0.06,0,0
452,Joe Aribo,Southampton,62.91,88.81,43.12,48.72,70.19,42.11,0,328f7d51,32,21,2013,0.8,1.67,1.44,28.24,16.56,0.6,0.42,20.64,23.24,1.09,0.47,1.04,0.73,0.62,0.24,0.38,0.44,0.71,2.49,0.78,0.4,0.07,0.82,0.02,0.38,0.16,0.06,0.03,0.36,0.64,0.02,0,0
453,Adam Armstrong,Southampton,63,77.78,52.33,60.87,78.05,37.61,0,68c720b5,16,12,1008,0.64,0.5,2.09,12.64,7.73,0.73,0.55,6.86,8.82,0.86,0.45,0.41,0.32,0.18,0.05,0.14,0,0.09,1.14,0.23,0.09,0,0.77,0.05,1.09,0.41,0.17,0.02,0.32,0.55,0.36,0,0
455,Jan Bednarek,Southampton,84.37,92.72,100,51.55,52.68,37.5,0,4115ce4e,30,30,2531,0.16,1.88,0.06,64.03,32.69,0.28,0.09,48.88,52.72,0.09,0.09,1.12,0.59,1.47,1.12,0.34,1.75,5.94,3.31,0.97,0.47,0.16,0.5,0,0.16,0.06,0.02,0.03,0.16,0.16,0,0,0
456,Armel Bella-Kotchap,Southampton,82.75,90.18,0,50,71.43,0,0,a39d11bc,4,2,331,0,1.25,0,65.75,46.5,0.25,0,50.5,56,0.25,0,1.75,1.25,0.5,0.5,0,1.25,5.25,4.75,1.5,0.75,0.25,0.5,0,0.25,0,0.08,0,0,0,0,0,0
457,James Bree,Southampton,63.24,83.45,51.52,40.38,73.42,23.53,0,c07b7c5c,17,13,1075,0.54,1.42,1.79,28.92,15.12,0.38,0.21,20.83,24.96,0.33,0.17,0.79,0.58,0.42,0.12,0.29,0.38,1.21,2.71,1.04,0.62,0,0.67,0.04,0.17,0.04,0,0.03,0.42,0.5,0,0,0
461,Taylor Harwood-Bellis,Southampton,83.09,87.44,100,54.64,71.79,39.29,0,47327321,34,32,2825,0.81,3.47,0.25,68.75,39.81,0.44,0.14,52.56,60.11,0.08,0.08,0.78,0.56,1.81,1.19,0.61,0.83,3.92,3.42,0.97,0.44,0.17,1.03,0.06,0.56,0.22,0.05,0.02,0.39,0.75,0,0,0
462,Kamaldeen Sulemana,Southampton,53.92,79.88,37.92,65.71,78.43,28.36,0,a62f8bf1,26,17,1402,1.47,0.63,2.02,13.65,8.84,1.16,0.58,6.63,8.3,2.4,0.91,0.51,0.4,0.37,0.09,0.28,0.14,0.21,1.47,0.35,0.12,0,0.7,0.07,0.67,0.19,0.03,0.02,0.23,0.86,0.07,0,0
463,Adam Lallana,Southampton,25.79,84.87,40,16,58.82,0,0,99813635,14,5,361,0.12,0.5,0.21,6.62,3.71,0.21,0.12,4.6,5.42,0.25,0.1,0.17,0.1,0.08,0.02,0.06,0.1,0.1,0.4,0.25,0.21,0,0.19,0.04,0.06,0,0,0.01,0.08,0.17,0,0,0
466,Joe Lumley,Southampton,90,0,0,0,0,0,0,bdf3a08e,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Ryan Manning,Southampton,90,0,0,0,0,0,0,847b53eb,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Alex McCarthy,Southampton,90,75,0,0,0,0,64.86,36c2ca73,5,5,450,0,0,0,34.6,20,0,0,23.4,31.2,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0.8,0,0,0,0,0,0,0,0,0,7.4,4.8
470,Paul Onuachu,Southampton,42,60.89,30.61,38.46,30.77,43.75,0,c06d1086,25,11,1050,0.13,0.25,0.75,8.3,4.04,0.94,0.68,3.02,4.96,0.49,0.15,0.13,0.04,0.13,0.04,0.09,0.02,0.3,0.36,0.13,0.08,0.02,0.17,0.02,0.64,0.28,0.07,0.01,0.15,0.09,0.19,0,0
471,Will Smallbone,Southampton,38.33,75.83,71.43,30.77,64.58,11.76,0,5e105217,18,6,690,0.12,0.64,0.6,10.26,4.6,0.29,0.14,6.43,8.48,0.14,0.1,0.48,0.31,0.19,0,0.19,0.05,0.33,0.55,0.52,0.36,0.05,0.38,0,0.17,0.02,0.01,0.02,0.24,0.21,0,0,0
472,Jack Stephens,Southampton,73.11,92.05,0,56.15,58.78,52.94,0,6adbc307,19,17,1389,0.61,2.74,0.09,47.7,27.43,0.13,0.13,38.22,41.52,0.17,0,1.48,0.87,0.87,0.57,0.3,0.57,2.3,1.91,1.3,0.57,0.09,0.57,0,0.17,0.09,0.03,0.01,0.13,0.52,0.04,0,0
473,Ross Stewart,Southampton,32.42,70.49,60,37.5,66.67,22.22,0,18986367,12,4,389,0.09,0.06,0.3,4.24,1.94,0.21,0.27,2.03,2.88,0.15,0.09,0.18,0.12,0.09,0,0.09,0.03,0.21,0.18,0.24,0.15,0,0.15,0,0.27,0.06,0.03,0,0,0,0.03,0,0
474,Sugawara Yukinari,Southampton,51.9,80.04,44.74,61.67,58.33,37.04,0,580bcd18,30,16,1557,0.63,1.38,1.5,20.5,10.85,0.35,0.1,13.71,17.13,0.38,0.17,0.6,0.35,0.4,0.19,0.21,0.21,1.02,0.85,0.6,0.23,0.06,0.75,0.02,0.27,0.1,0.01,0.05,0.33,0.31,0.08,0,0
475,Charlie Taylor,Southampton,44.5,87.88,100,72.73,70.45,0,0,cc2d7ad5,8,3,356,0.19,0.56,0.44,17.44,7.25,0.06,0.06,12.25,13.94,0.12,0.12,0.44,0.31,0.5,0.31,0.19,0.31,1.94,0.62,0.44,0.12,0.06,0.12,0.06,0,0,0,0.01,0.06,0.19,0,0,0
476,Kyle Walker-Peters,Southampton,88.42,88.19,41.22,45.28,66.17,29.51,0,984a5a64,33,33,2918,3.45,4.21,4.36,61.27,38.52,0.97,1.18,45.24,51.3,2.79,1.15,1.33,0.88,0.82,0.45,0.36,0.58,2.73,4.09,1.06,0.58,0.03,1.91,0.21,0.61,0.18,0.02,0.07,0.73,2.18,0.06,0,0
477,Nathan Wood-Gordon,Southampton,70.27,93.26,67.44,73.42,57,0,0,4ccf2d5b,11,9,773,0.14,1.21,0,40.29,22.36,0.36,0.07,31.71,34,0.43,0.29,1,0.57,0.64,0.43,0.21,0.36,2.79,1.43,0.79,0.21,0.14,0.21,0,0.14,0,0.01,0,0.07,0.43,0,0,0
518,Flynn Downes,Southampton,79.67,90.42,40.3,41.67,50.92,30.3,0,69fdb896,27,25,2151,0.97,2.2,0.97,44.63,21.37,0.5,0.57,33.43,36.97,0.67,0.27,1.63,0.83,0.93,0.3,0.63,1.07,1.7,2.77,1.2,0.7,0.13,1.03,0.07,0.33,0.1,0.02,0.05,0.5,0.7,0,0,0
584,Ben Brereton Díaz,Southampton,44.9,77.11,25,11.11,66.67,9.09,0,57827369,10,4,449,0.6,0.45,2.1,10.3,6.8,0.45,0.2,6.4,8.3,0.2,0.05,0.15,0.1,0.1,0.05,0.05,0,0.2,0.8,0.45,0.4,0,0.45,0,0.55,0.05,0.04,0,0.15,0.65,0.05,0,0
608,Tyler Dibling,Southampton,56.79,81.29,41.04,62,58.46,31.48,0,bdcc89ae,33,20,1874,1.33,1.23,1.85,16.69,10.73,0.85,1.06,9.69,11.92,2.12,0.87,0.65,0.38,0.37,0.1,0.27,0.15,0.31,1.54,0.5,0.19,0.02,1.08,0.08,0.54,0.17,0.05,0.03,0.38,0.96,0.04,0,0
623,Mateus Gonçalo Espanha Fernandes,Southampton,80.81,79.89,45.22,45.56,54.05,33.33,0,ef491564,36,34,2909,1.9,3.62,2.7,44,22.42,1.45,0.9,27.18,34.02,2.72,1.23,2.22,1.2,1.08,0.2,0.88,0.7,0.88,4.47,1.8,0.98,0.18,1.95,0.18,1.05,0.35,0.1,0.09,0.85,1.75,0.1,0,0
718,Welington Damascena Santos,Southampton,48.2,78.03,56,63.21,42.74,0,0,a7f95b1f,10,6,482,0.28,0.61,1.06,15.33,5.56,0.5,0.22,8.06,10.33,0.5,0.28,1.17,0.5,0.28,0.06,0.22,0.39,2,1.17,1.06,0.39,0,0.39,0.06,0.17,0,0,0.01,0.17,0.22,0.06,0,0
719,Joachim Kayi-Sanda,Southampton,7,100,0,0,0,0,0,e2b2a181,2,0,14,0,0.04,0,0.76,0.56,0.04,0,0.6,0.6,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,Albert Grønbæk,Southampton,50.81,62.81,29.55,36,52,40.51,0,0da5076f,16,9,813,0.82,1.07,2.07,13.79,7.79,1.18,0.54,5.54,8.82,1.32,0.39,0.75,0.39,0.32,0.04,0.29,0.14,0.21,0.86,1,0.64,0,1.04,0.18,0.79,0.32,0.05,0.03,0.68,0.54,0,0,0
82,Dominic Solanke-Mitchell,Spurs,81.52,70.6,33.52,25.45,61.29,40.89,0,e77dc3b2,27,25,2201,1.07,1.62,3.03,22.59,13.28,2.38,1.76,8.79,12.45,1.76,0.59,0.62,0.38,0.69,0.31,0.38,0.03,0.79,1.31,0.55,0.41,0,1.28,0.28,2.03,0.83,0.38,0.04,0.48,0.79,0.17,0,0
479,Brandon Austin,Spurs,90,68.7,0,0,0,0,50.38,5e253986,1,1,90,0,0,0,12,7.33,0,0,7.33,10.67,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.67
480,Rodrigo Bentancur,Spurs,63.27,87.92,47.17,47.75,54.95,22.95,0,3b8674e6,26,21,1645,0.78,2.78,0.94,36.17,21.22,0.53,0.56,26.28,29.89,0.53,0.25,1.11,0.61,0.69,0.22,0.47,1.11,1.06,3.36,1.11,0.58,0.03,1.25,0.08,0.61,0.14,0.04,0.03,0.28,0.67,0.03,0,0
481,Lucas Bergvall,Spurs,44.89,87.4,46.99,52.54,48.61,18.18,0,a109e5c8,27,11,1212,0.61,0.91,0.57,16.39,9.83,0.37,0.35,11.65,13.33,0.83,0.39,0.72,0.35,0.33,0.15,0.19,0.44,0.41,1.35,0.59,0.28,0.06,0.41,0.07,0.22,0.04,0.01,0.01,0.2,0.39,0,0,0
482,Yves Bissouma,Spurs,50.29,88.62,31.82,55.88,63.27,36.36,0,6c203af0,28,16,1408,0.3,1.5,0.06,20.78,12.2,0.5,0.3,15.1,17.04,0.44,0.14,0.98,0.62,0.22,0.12,0.1,0.36,0.8,1.7,0.68,0.3,0.08,0.32,0,0.22,0.08,0.01,0.01,0.12,0.34,0,0,0
484,Ben Davies,Spurs,78.29,87.59,100,52.81,65.17,19.23,0,44781702,17,14,1331,0.74,2.74,0.32,62.42,34.95,0.26,0,47.16,53.84,0.05,0.05,0.89,0.58,1.47,1,0.47,0.63,4.26,2.16,0.89,0.42,0.05,0.42,0,0.26,0.05,0.02,0.03,0.11,0.53,0,0,0
486,Radu Drăgușin,Spurs,78.25,85.24,0,50.75,58.93,21.43,0,620922ed,16,14,1252,0.39,2.06,0.11,53.39,34.61,0.44,0.11,39.78,46.67,0.11,0,0.56,0.33,1.22,0.89,0.33,0.83,2.72,2.67,0.67,0.33,0.22,0.44,0.06,0.28,0.06,0.01,0.01,0.22,0.17,0,0,0
488,Fraser Forster,Spurs,90,84.84,100,0,0,0,64.33,c3e39f12,7,7,630,0,0,0,32.57,16.14,0.14,0,24,28.29,0.14,0.14,0,0,0,0,0,0,1,0.14,0.14,0.14,0.43,0,0,0,0,0,0,0,0,0,6,3.86
489,Archie Gray,Spurs,62.54,87.42,56.25,40.48,50,100,0,f58515f5,28,19,1751,0.18,1,0.42,32.15,21.95,0.3,0.28,25.02,28.62,0.32,0.18,0.4,0.2,0.55,0.28,0.28,0.48,1.25,1.72,0.42,0.25,0.05,0.15,0,0.02,0.02,0,0,0.08,0.12,0,0,0
491,Brennan Johnson,Spurs,65.97,70.38,42.86,47.37,66.67,36.67,0,0cd31129,33,24,2177,1.33,1.58,4.38,18.96,12.09,0.58,0.38,9.98,14.18,0.98,0.42,0.87,0.58,0.56,0.07,0.49,0.09,0.31,1.4,0.76,0.4,0,1.02,0.16,1.2,0.44,0.23,0.04,0.42,0.51,0.27,0,0
492,Dejan Kulusevski,Spurs,74.66,73.7,32.47,37.31,51.69,36.29,0,df3cda47,32,27,2389,3.16,3.26,5.53,33.58,21.66,2.03,1.95,17.32,23.5,3.08,1,1.18,0.61,0.89,0.13,0.76,0.34,0.26,3.18,1.34,0.84,0.03,3.37,0.24,1.24,0.45,0.11,0.1,1.71,1.76,0.13,0,0
