id,name,team,minutes_average,passes_accuracy,take_ons_accuracy,challenges_accuracy,tackles_accuracy,shots_accuracy,saves_accuracy,external_id,matches_played,starts,minutes,progressive_carries,progressive_passes,progressive_passes_received,touches,carries,miscontrols,dispossessed,passes_completed,passes_attempted,take_ons_attempted,successful_take_ons,tackles,tackles_won,blocks,shots_blocked,passes_blocked,interceptions,clearances,recoveries,dribblers_challenged,challenges_lost,errors,shot_creating_actions,goal_creating_actions,shots_total,shots_on_target,expected_goals,expected_assists,key_passes,carries_into_final_third,offsides,gk_shots_on_target_against,gk_saves
177,Noni Madueke,Chelsea,63.53,77.4,44.05,36.9,71.43,37.64,0,bf34eebd,32,27,2033,3.42,1.53,5.02,21.78,14.24,1.16,0.56,11.78,15.22,2.27,1,0.56,0.4,0.38,0,0.38,0.22,0.24,1.87,0.84,0.53,0,1.76,0.18,1.78,0.67,0.21,0.07,0.71,1.11,0.11,0,0
178,Marc Guiu Paz,Chelsea,24.33,68.97,0,100,100,0,0,d3d774cc,3,0,73,0,0,0.27,2,1.09,0.18,0,1,1.45,0.09,0,0.09,0.09,0,0,0,0,0,0.18,0.09,0,0,0.09,0,0,0,0,0,0.09,0,0,0,0
179,Mykhailo Mudryk,Chelsea,21.57,66.9,35.71,0,100,100,0,049a888d,7,1,151,0.24,0.17,0.41,2.14,1.34,0.1,0.24,0.97,1.45,0.28,0.1,0.07,0.07,0.1,0.03,0.07,0,0.03,0.31,0,0,0,0.21,0,0.03,0.03,0.01,0.02,0.07,0.28,0.03,0,0
180,Nicolas Jackson,Chelsea,74,75.99,29.59,50,59.02,44.55,0,9c36ed83,30,28,2220,1.31,1.06,3.58,19.08,11.58,1.97,1.14,8.42,11.08,1.69,0.5,0.61,0.36,0.42,0.06,0.36,0.08,0.42,1.33,0.28,0.14,0,1.92,0.28,2.11,0.94,0.34,0.05,0.78,0.69,0.64,0,0
181,Christopher Nkunku,Chelsea,34.11,89.57,36.84,72.73,64.71,42.86,0,7c56da38,27,9,921,0.24,0.35,0.96,6.31,3.94,0.25,0.24,4.21,4.7,0.38,0.14,0.17,0.11,0.13,0.03,0.1,0.1,0.14,0.41,0.11,0.03,0,0.48,0.06,0.35,0.15,0.07,0.01,0.2,0.23,0.04,0,0
182,Cole Palmer,Chelsea,86.24,77.02,45.12,45.07,59.55,36.48,0,dc7f8a28,37,36,"3,191",3.16,5.63,4.92,48.71,30.87,1.87,0.97,30,38.95,2.97,1.34,0.89,0.53,0.42,0.03,0.39,0.29,0.53,2.79,0.71,0.39,0.03,5.32,0.39,3.18,1.16,0.46,0.24,2.29,2,0.18,0,0
184,Renato Palma Veiga,Chelsea,84.08,88.03,100,64.81,70.23,41.3,0,fc8fcbd1,13,12,"1,093",0.69,3.08,0,55.92,29.85,0.15,0,38.46,43.69,0.08,0.08,1.31,0.92,1.31,1,0.31,1.46,6.23,2.92,1.08,0.38,0,0.69,0.08,0.92,0.38,0.08,0.02,0.15,0.38,0.08,0,0
185,Robert Sánchez,Chelsea,90,69.74,0,0,0,0,72.54,6a713852,32,32,2880,0,0.03,0,41.34,27.53,0,0,27.22,39.03,0,0,0,0,0,0,0,0.06,0.75,1.34,0.03,0.03,0.31,0.22,0.06,0,0,0,0,0.06,0,0,3.97,2.88
187,Tosin Adarabioyo,Chelsea,64.05,91.13,65,67.5,75.44,16.28,0,c81d773d,22,15,"1,409",0.17,1.4,0.03,44.33,25.9,0.13,0,35.97,39.47,0.2,0.13,0.57,0.43,0.3,0.23,0.07,0.37,2.67,1.37,0.4,0.13,0,0.5,0.03,0.43,0.07,0.03,0.01,0.03,0.07,0.03,0,0
189,Wesley Fofana,Chelsea,83.71,90.17,53,43.01,91.95,0,0,132a82f1,14,14,1172,1.27,2.13,0.27,62.2,37.13,1.07,0.33,48.27,53.53,1,0.53,0.87,0.8,0.93,0.6,0.33,0.93,3.67,3.6,0.93,0.53,0.13,1,0,0.2,0,0.03,0.01,0.4,0.8,0,0,0
386,Jadon Sancho,Chelsea,56.9,82.55,46.46,41.67,51.85,32.65,0,dbf053da,31,19,1764,2.08,1.84,4.59,19.9,13.33,0.61,0.43,13.53,16.39,1.98,0.92,0.27,0.14,0.22,0,0.22,0.04,0.16,2.02,0.24,0.14,0.04,1.43,0.2,0.49,0.16,0.04,0.06,0.78,0.71,0.12,0,0
560,Pedro Lomba Neto,Chelsea,64.83,78.39,32.72,43.18,39.58,28.46,0,7ba2eaa9,35,24,"2,269",2.62,1.25,5.27,24.02,15.54,0.94,0.62,14.62,18.65,2.17,0.71,0.48,0.19,0.29,0.04,0.25,0.19,0.12,1.69,0.44,0.25,0,1.88,0.19,1.23,0.35,0.07,0.1,0.96,1.19,0.06,0,0
581,Filip Jørgensen,Chelsea,90,83.59,0,0,0,0,67.88,0107757e,6,6,540,0,0,0,33.67,24.17,0,0,26.33,31.5,0,0,0,0,0,0,0,0,0,0.83,0,0,0.5,0.17,0,0,0,0,0,0,0,0,4.67,3.17
621,João Félix Sequeira,Chelsea,50.67,81.69,42.96,29.63,100,27.68,0,8aafd64f,15,8,760,0.77,1.54,2.15,15.69,10.58,0.62,0.35,9.46,11.58,1.35,0.58,0.23,0.23,0.08,0,0.08,0.04,0.35,1.15,0.54,0.38,0,1.35,0.23,1.12,0.31,0.1,0.05,0.38,0.92,0.08,0,0
696,Tyrique George,Chelsea,80.88,0,0,0,0,0,0,e6f7797e,8,8,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,Josh Acheampong,Chelsea,72.6,0,0,0,0,0,0,b7e62e1d,5,4,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,Mathis Amougou,Chelsea,8,100,0,0,0,0,0,f93cca97,1,0,8,0,0.09,0,0.82,0.64,0,0.09,0.64,0.64,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0
781,Shumaira Mheuka,Chelsea,65.69,0,0,0,0,0,0,43d0b694,16,11,"1,051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Eddie Nketiah,Crystal Palace,35.66,74.24,35.71,55.56,52.38,37.29,0,a53649b7,29,9,"1,034",0.56,0.26,1.08,5.64,3.37,0.47,0.23,2.45,3.3,0.42,0.15,0.21,0.11,0.14,0.01,0.12,0.04,0.16,0.36,0.18,0.08,0,0.42,0.04,0.59,0.22,0.08,0.01,0.18,0.34,0.07,0,0
160,Ben Chilwell,Crystal Palace,32.38,73.59,33.33,21.74,84.38,60.87,0,d2424d1b,8,1,259,0.23,0.36,0.68,7.95,3.09,0.18,0.09,4.18,5.68,0.27,0.09,0.32,0.27,0.27,0.09,0.18,0.27,0.73,0.91,0.23,0.18,0,0.36,0,0.23,0.14,0.01,0.04,0.23,0.09,0.09,0,0
193,Cheick Doucouré,Crystal Palace,34.77,85.28,40,45.45,50,0,0,ce4f40c7,13,4,452,0.06,0.58,0.21,7.97,4.03,0.12,0.21,5.27,6.18,0.15,0.06,0.48,0.24,0.12,0,0.12,0.33,0.3,0.94,0.33,0.18,0.03,0.27,0.09,0.21,0,0.01,0,0.03,0.21,0,0,0
194,Chris Richards,Crystal Palace,80.08,79.82,17.39,58.86,63.54,50,0,0a3d6d2b,24,22,1922,0.23,1.5,0.08,43,19.88,0.19,0.19,26.31,32.96,0.23,0.04,1.81,1.15,1.54,0.54,1,0.73,4.65,1.96,1.58,0.65,0,0.35,0.08,0.46,0.23,0.05,0.02,0.08,0.19,0.04,0,0
195,Chadi Riad Dnanou,Crystal Palace,62,0,0,0,0,0,0,b3b9b8b8,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Nathaniel Clyne,Crystal Palace,37.15,76.03,0,54.29,66.67,0,0,0442183b,13,5,483,0.19,0.23,0.26,8.81,5.1,0.16,0.06,5.52,7.26,0.03,0,0.39,0.26,0.13,0.06,0.06,0.1,0.45,0.32,0.35,0.16,0.03,0.1,0,0.06,0,0,0.01,0.1,0.06,0,0,0
199,Eberechi Eze,Crystal Palace,76.12,74.18,48.7,46.67,56.12,27.2,0,ae4fc6a4,34,31,2588,1.72,2.42,3.82,35.35,21,1.38,1.12,19.42,26.18,3.45,1.68,0.98,0.55,0.68,0,0.68,0.28,0.25,3.65,0.9,0.48,0.08,3.38,0.25,2.5,0.68,0.26,0.12,1.45,1.2,0.22,0,0
200,Marc Guéhi,Crystal Palace,89.97,83.45,79.55,65.94,55.87,47.73,0,d0706b27,34,34,3059,0.65,3.94,0.29,62.68,33.59,0.47,0.53,43.32,51.91,0.44,0.35,1.79,1,1.62,0.68,0.94,0.82,4.79,4.29,1.38,0.47,0.06,1.29,0.15,0.44,0.21,0.06,0.06,0.47,0.5,0.03,0,0
201,Dean Henderson,Crystal Palace,90,61.28,0,31.25,60,0,67.34,e5a76dfe,38,38,3420,0,0,0,34.42,19.76,0.05,0,19.61,32,0,0,0.05,0.03,0,0,0,0,0.58,0.68,0.16,0.11,0,0.11,0,0.03,0,0,0,0.08,0,0,3.95,2.66
203,Will Hughes,Crystal Palace,63.88,75.96,31.43,45.19,54.55,4.17,0,a0666d3e,33,24,2108,0.43,1.89,0.59,26.15,11.57,0.46,0.65,16.02,21.09,0.35,0.11,1.43,0.78,0.67,0.3,0.37,0.48,0.61,2.63,1.35,0.74,0.07,1.46,0.13,0.48,0.02,0.02,0.06,0.72,0.52,0,0,0
205,Daichi Kamada,Crystal Palace,46,80.25,37.93,33.87,61.97,20,0,15b287da,34,15,1564,0.38,1.35,0.85,14.2,7.35,0.24,0.3,9.14,11.39,0.29,0.11,0.71,0.44,0.33,0.08,0.26,0.27,0.21,1.35,0.62,0.41,0,0.79,0.05,0.3,0.06,0.02,0.02,0.3,0.29,0.03,0,0
206,Jefferson Lerma Solís,Crystal Palace,68.91,75.3,53.33,52.38,49.38,31.67,0,9b5ce51a,33,26,2274,0.3,2.26,0.6,32.7,15.09,0.35,0.42,19.63,26.07,0.3,0.16,0.81,0.4,0.88,0.42,0.47,0.98,1.86,3.58,0.84,0.4,0.02,1.09,0.07,0.6,0.19,0.03,0.04,0.23,0.26,0,0,0
207,Jean-Philippe Mateta,Crystal Palace,71.57,65.12,43,20,66.67,42.57,0,50e6dc35,37,33,2648,0.98,1.13,2.65,16.07,8.7,1.57,0.98,6.33,9.72,1,0.43,0.39,0.26,0.41,0.09,0.33,0.04,0.5,1.48,0.35,0.28,0,1.41,0.22,1.48,0.63,0.29,0.05,0.63,0.48,0.46,0,0
208,Matheus França de Oliveira,Crystal Palace,60,0,0,0,0,0,0,077faf72,2,2,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Tyrick Mitchell,Crystal Palace,83.57,72.05,42.27,54.24,60.52,25.81,0,5cbd1eb0,37,37,3092,1.62,1.79,4.38,44.97,21.03,0.97,0.77,25.03,34.74,0.97,0.41,2.33,1.41,1.74,0.31,1.44,0.49,2.77,4.31,1.18,0.54,0.05,1.85,0.18,0.31,0.08,0.03,0.09,1.05,0.92,0.05,0,0
211,Daniel Muñoz,Crystal Palace,87.24,75.67,37.41,56.47,65.12,38.14,0,778ef829,37,37,3228,1.63,2.55,5.42,52.89,21.21,1.45,0.53,29.71,39.26,1.47,0.55,3.24,2.11,1.05,0.16,0.89,1.16,2.84,4.5,2.55,1.11,0.03,2.24,0.29,0.97,0.37,0.13,0.09,1.21,1.05,0.39,0,0
213,Jesurun Rak-Sakyi,Crystal Palace,50.74,76.67,49.37,50.88,59.68,35.06,0,45685411,34,22,1725,1.22,0.67,2.58,12.25,7.12,0.88,0.62,5.98,7.8,1.58,0.78,0.62,0.37,0.38,0.05,0.33,0.18,0.13,1.17,0.57,0.28,0.02,1.18,0.08,0.77,0.27,0.1,0.06,0.48,0.5,0.08,0,0
214,Jeffrey Schlupp,Crystal Palace,53,0,0,0,0,36,0,3312f911,13,7,689,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0.32,0,0,0,0,0,0,0,0.5,0.18,0,0,0,0,0.05,0,0
215,Joel Ward,Crystal Palace,35.5,58.33,0,0,0,0,0,8a7ff278,2,1,71,0,0.2,0.2,6.4,3,0,0,2.8,4.8,0.2,0,0.4,0,0,0,0,0,0.6,1.4,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0
216,Adam Wharton,Crystal Palace,65.9,75.61,18.92,38.65,41.27,39.58,0,4b542852,20,16,1318,0.52,3.96,0.41,32.3,15.93,0.63,0.48,20.3,26.85,0.37,0.07,1.26,0.52,0.41,0.07,0.33,0.74,1,3.78,1.63,1,0,2.19,0.22,0.48,0.19,0.01,0.08,0.96,0.85,0,0,0
585,Ismaïla Sarr,Crystal Palace,71.34,66.05,27.69,32.08,44.68,49.21,0,bfdb33aa,38,30,2711,1.6,1.81,3.89,23.21,12.91,1.49,0.91,10.43,15.79,1.3,0.36,0.47,0.21,0.57,0.17,0.4,0.19,0.85,2.4,0.53,0.36,0,2.34,0.26,1.26,0.62,0.23,0.14,0.94,1,0.23,0,0
645,Justin Devenny,Crystal Palace,22.04,72.27,50,40,72.22,54.55,0,6c2b66fc,23,4,507,0.05,0.23,0.14,3,1.44,0.18,0.03,1.59,2.2,0.04,0.02,0.18,0.13,0.06,0.01,0.05,0,0.12,0.29,0.2,0.12,0,0.16,0.01,0.11,0.06,0.01,0,0.08,0.05,0.01,0,0
646,Asher Agbinone,Crystal Palace,54.83,0,0,0,0,33,0,6a10efb3,6,5,329,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0,0,0,0,0
650,Maxence Lacroix,Crystal Palace,89.03,81.73,57.5,67.91,60.31,16.28,0,277c49ed,35,35,3116,0.23,1.86,0.2,55.26,29.43,0.6,0.17,34.49,42.2,0.4,0.23,1.94,1.17,1.37,0.63,0.74,1.54,5.91,3.71,1.34,0.43,0.06,0.8,0.11,0.86,0.14,0.1,0.03,0.23,0.17,0.03,0,0
666,Caleb Kporha,Crystal Palace,6.5,73.08,0,100,57.14,0,0,c80f8c9d,2,0,13,0.04,0,0,0.41,0.15,0,0.07,0.19,0.26,0,0,0.07,0.04,0,0,0,0,0.04,0.04,0.07,0,0,0,0,0,0,0,0,0,0.04,0,0,0
730,Romain Esse,Crystal Palace,19.71,76.3,31.58,100,65.52,100,0,87189f25,7,1,138,0.03,0.23,0.45,2.35,1.23,0.19,0.06,1.03,1.35,0.19,0.06,0.29,0.19,0.06,0,0.06,0.03,0.06,0.29,0.16,0,0,0.26,0.1,0.03,0.03,0.01,0.01,0.1,0.03,0,0,0
156,Armando Broja,Everton,33.4,72.6,50,0,33.33,0,0,97220da2,10,4,334,0.46,0.08,1,4.88,2.46,0.62,0.5,2.04,2.81,0.62,0.31,0.12,0.04,0.12,0,0.12,0.04,0.15,0.35,0,0,0,0.27,0,0.15,0,0,0,0.15,0.31,0.12,0,0
217,Abdoulaye Doucouré,Everton,77.7,80.3,53.39,32.74,58.73,29.27,0,02b29014,33,31,2564,1.11,2.16,2.53,30.55,15.89,1,1,19.08,23.76,1.18,0.63,1.26,0.74,0.82,0.16,0.66,0.26,0.53,3.95,1.13,0.76,0.03,1.53,0.08,0.82,0.24,0.11,0.04,0.74,0.68,0.26,0,0
218,Norberto Bercique Gomes Betuncal,Everton,51.13,58.25,50.68,60,44.44,46.81,0,ed5c0319,30,15,1534,0.29,0.31,1.48,10,5.13,1.37,0.71,3,5.15,0.73,0.37,0.27,0.12,0.23,0.04,0.19,0.08,0.46,0.77,0.15,0.06,0.02,0.5,0.02,0.94,0.44,0.16,0.01,0.23,0.23,0.31,0,0
219,Jarrad Branthwaite,Everton,90,0,0,0,0,0,0,c1949191,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Dominic Calvert-Lewin,Everton,61.88,62.61,39.71,31.25,79.17,37.78,0,59e6e5bf,26,19,1609,0.62,0.54,3.03,14.05,7.57,2.08,0.89,4.89,7.81,0.68,0.27,0.24,0.19,0.19,0.05,0.14,0.19,0.62,0.95,0.16,0.11,0,0.7,0.11,1.35,0.51,0.18,0.02,0.19,0.22,0.73,0,0
221,Séamus Coleman,Everton,43,75.51,80,75,66.67,100,0,0420d84f,5,3,215,0.1,1.1,0.7,12.1,5.4,0.1,0.1,7.4,9.8,0.5,0.4,0.3,0.2,0.5,0.3,0.2,0.1,0.8,0.7,0.4,0.1,0,0.2,0.1,0.1,0.1,0.06,0,0,0.2,0,0,0
222,Idrissa Gueye,Everton,82.78,86.5,45.92,58.87,60.24,17.65,0,72c812f3,37,35,3063,0.68,3.62,0.68,45.02,21.52,0.8,0.95,30.75,35.55,0.98,0.45,3.32,2,1.2,0.22,0.98,1.2,0.9,4.85,2.48,1.02,0.02,1.5,0.1,0.68,0.12,0.03,0.05,0.48,0.68,0,0,0
223,James Garner,Everton,75.9,76.09,36.71,58.48,65.82,34,0,4e015693,21,17,1594,0.62,2.08,1.25,40.71,19.92,0.67,0.38,25.46,33.46,0.79,0.29,1.96,1.29,0.83,0.17,0.67,0.96,1.54,3.04,1.71,0.71,0,1.62,0.21,0.5,0.17,0.03,0.06,0.54,0.79,0,0,0
224,Jack Harrison,Everton,61.06,62.82,32,32.61,68.75,24.14,0,aa849a12,34,24,2076,1.46,1.02,2.54,18.96,10.48,1.04,0.82,8.28,13.18,1.5,0.48,0.64,0.44,0.36,0.04,0.32,0.2,0.7,1.46,0.92,0.62,0.04,1.14,0.08,0.58,0.14,0.07,0.06,0.66,0.72,0.08,0,0
225,Mason Holgate,Everton,6,100,0,0,0,0,0,d0042ab9,1,0,6,0,0,0,0.2,0.07,0.07,0,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Tim Iroegbunam,Everton,31.89,72.78,40,60.87,48.28,0,0,84c5ceea,18,5,574,0.16,0.3,0.18,5.38,2.54,0.22,0.36,2.3,3.16,0.4,0.16,0.58,0.28,0.36,0.08,0.28,0.32,0.24,1.02,0.46,0.18,0.02,0.2,0.02,0.1,0,0,0,0.06,0.2,0,0,0
228,Michael Keane,Everton,74.93,82.77,0,53.19,74.67,40.32,0,c5b7c315,14,11,1049,0.06,0.88,0.19,32.06,14.31,0.12,0.12,19.5,23.56,0.06,0,0.75,0.56,0.88,0.62,0.25,1,4.06,1.62,0.94,0.44,0.12,0.38,0,0.62,0.25,0.04,0,0.12,0.06,0,0,0
230,Dwight McNeil,Everton,65.29,74.45,53.42,42.67,63.04,40.45,0,fc15fb84,21,15,1371,1.36,2.46,2.86,26.71,15.82,0.93,1.18,16.46,22.11,1.61,0.86,0.46,0.29,0.25,0,0.25,0.21,0.07,2.71,0.75,0.43,0.04,2.57,0.36,0.89,0.36,0.04,0.15,1.32,1.21,0.04,0,0
231,Vitalii Mykolenko,Everton,88.06,74.58,40.35,51.88,60.56,7.5,0,30d4a2e5,35,35,3082,0.94,3.14,2.83,47.94,19.91,0.66,0.31,28.17,37.77,0.57,0.23,1.8,1.09,0.71,0.29,0.43,1.26,4.14,2.51,1.6,0.77,0.06,1.23,0.11,0.4,0.03,0.01,0.06,0.69,0.8,0.09,0,0
232,Iliman Ndiaye,Everton,73.64,81.79,47.49,44.72,53.03,43.18,0,5ed97752,33,29,2430,2.15,1.48,3.05,27.1,15.52,1.38,1.1,15.05,18.4,3.58,1.7,1.32,0.7,0.75,0.12,0.62,0.5,0.6,4.3,1.23,0.68,0.02,1.62,0.2,0.88,0.38,0.16,0.03,0.45,1.1,0.12,0,0
234,Nathan Patterson,Everton,70.33,0,0,0,0,0,0,230f0471,3,3,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Jordan Pickford,Everton,90,66.29,0,40,0,0,71.79,4806ec67,38,38,3420,0,0,0,44.95,26.03,0.05,0,27.82,41.97,0,0,0.03,0,0,0,0,0.03,0.79,0.95,0.05,0.03,0.05,0.34,0.05,0,0,0,0.01,0.05,0,0,4.29,3.08
236,James Tarkowski,Everton,88.55,81.02,71.43,61.86,62.37,26.67,0,15ea812b,33,33,2922,0.27,2.27,0.09,51.7,22.03,0.39,0.21,31.67,39.09,0.21,0.15,1.94,1.21,1.73,1.27,0.45,1.24,6.45,2.97,1.18,0.45,0.12,1.15,0.12,0.45,0.12,0.04,0.07,0.48,0.3,0.06,0,0
237,Youssef Ramalho Chermiti,Everton,64,0,0,0,0,0,0,890f108d,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Ashley Young,Everton,58.59,70.87,34.15,61.21,56.78,50,0,be927d03,32,19,1875,0.49,1.84,0.65,24.37,9.94,0.22,0.02,14.45,20.39,0.41,0.14,1.18,0.67,0.29,0.08,0.2,0.51,1.31,1.53,1.16,0.45,0.04,0.96,0.12,0.12,0.06,0.01,0.06,0.53,0.53,0,0,0
450,Carlos Alcaraz Durán,Everton,50.93,80.64,50.72,26.19,45.24,42,0,4abac767,15,7,764,0.73,1.62,0.81,14.54,8.12,0.54,0.5,8.62,10.69,0.69,0.35,0.42,0.19,0.35,0.08,0.27,0.19,0.38,1.42,0.42,0.31,0,1.27,0.23,1,0.42,0.07,0.03,0.5,0.81,0.04,0,0
577,Jesper Lindstrøm,Everton,49.56,69.4,18.75,34.43,56,35.48,0,37dc1a48,25,15,1239,0.67,0.56,1.8,13.89,6.71,0.69,0.53,6.6,9.51,0.96,0.18,1,0.56,0.33,0.07,0.27,0.27,0.38,1.56,1.22,0.8,0,1.02,0.02,0.62,0.22,0.05,0.04,0.42,0.42,0.02,0,0
582,Jake O'Brien,Everton,78.55,79.61,40,68.42,65.25,51.85,0,25f2ef01,20,17,1571,0.32,2.27,1.14,40.91,17.77,0.23,0.23,26.23,32.95,0.45,0.18,1.18,0.77,0.77,0.18,0.59,0.18,4.23,2.36,1.14,0.36,0,0.73,0,0.27,0.14,0.04,0.01,0.27,0.27,0.14,0,0
603,Harrison Armstrong,Everton,16,46.81,100,0,0,0,0,de59e609,3,0,48,0.06,0.06,0,1.25,0.94,0.12,0.19,0.44,0.94,0.06,0.06,0,0,0,0,0,0,0.06,0.12,0.06,0.06,0,0.06,0,0.06,0,0.02,0,0.06,0.12,0,0,0
627,Roman Dixon,Everton,90,57.98,0,100,100,0,0,6fba4dba,1,1,90,0,0,0.33,12,5.33,0.67,0,3.67,6.33,1,0,1.67,1.67,0.33,0,0.33,0.33,1,2,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0
651,Orel Mangala,Everton,66.37,89.18,58.33,62.5,50,37.5,0,a572e291,19,14,1261,0.24,1.36,0.76,24.84,11.92,0.48,0.48,17.48,19.6,0.96,0.56,0.64,0.32,0.32,0.12,0.2,0.84,0.96,1.96,0.32,0.12,0.04,0.96,0.04,0.64,0.24,0.04,0.02,0.32,0.24,0.08,0,0
10,Reiss Nelson,Fulham,44.27,86.62,37.11,38.98,75,49.09,0,c5bdb6e3,11,5,487,2.05,1.59,2.86,15.77,11.77,0.64,0.36,10.55,12.18,1.59,0.59,0.36,0.27,0.5,0,0.5,0.23,0.09,1.32,0.59,0.36,0,1.41,0.05,0.55,0.27,0.05,0.05,0.59,1.14,0.05,0,0
19,Emile Smith Rowe,Fulham,60.09,90.13,45.71,33.33,58.06,29.73,0,17695062,34,25,2043,1.06,2.52,2.54,24.46,15.58,0.72,0.36,18.44,20.46,0.7,0.32,0.62,0.36,0.44,0.04,0.4,0.22,0.32,1.5,0.48,0.32,0,1.46,0.24,0.74,0.22,0.09,0.04,0.48,0.8,0.08,0,0
191,Joachim Andersen,Fulham,89.07,82.69,66.67,62.65,66.67,21.21,0,e34fc66d,29,29,2583,0.55,3.86,0.07,80.55,46.55,0.21,0.1,57.03,68.97,0.21,0.14,0.93,0.62,1.28,0.97,0.31,1.17,6.48,4.21,0.83,0.31,0.03,1.21,0.07,0.66,0.14,0.03,0.02,0.14,0.48,0,0,0
239,Adama Traoré,Fulham,49.22,72.2,49.66,40,64.52,30,0,9a28eba4,36,18,1772,1.54,1.05,2.48,12.32,8.28,0.57,0.38,6.52,9.03,1.49,0.74,0.31,0.2,0.11,0,0.11,0.02,0.09,1.34,0.2,0.12,0.06,1.26,0.15,0.6,0.18,0.06,0.07,0.65,0.69,0.02,0,0
240,Andreas Hoelgebaum Pereira,Fulham,61,69.07,46.77,23.86,54,21.52,0,6639e500,33,25,2013,0.6,2.17,1.69,23.92,12.04,0.6,0.46,13.96,20.21,0.62,0.29,0.5,0.27,0.35,0.04,0.31,0.17,0.35,2.08,0.88,0.67,0.06,2.17,0.17,0.79,0.17,0.08,0.1,1.19,0.79,0.02,0,0
241,Calvin Bassey,Fulham,87.83,89.75,45.74,70.79,62.99,27.5,0,a36524bf,35,34,3074,1.11,3.31,0.43,70.37,44.89,0.97,0.23,55.26,61.57,0.94,0.43,1.54,0.97,1.14,0.49,0.66,0.57,3.37,4.8,0.89,0.26,0.23,0.66,0.09,0.4,0.11,0.03,0.01,0.09,0.57,0.06,0,0
243,Tom Cairney,Fulham,25.12,90.77,40,62.5,40,33.33,0,a8748947,25,3,628,0.2,0.6,0.37,7.67,5.12,0.07,0.04,6.39,7.04,0.15,0.06,0.15,0.06,0.08,0.01,0.07,0.04,0.03,0.58,0.08,0.03,0.01,0.37,0.03,0.12,0.04,0.01,0.01,0.12,0.19,0,0,0
244,Timothy Castagne,Fulham,68.71,81.85,41.03,57.93,63.51,38.46,0,197640fd,24,17,1649,0.55,2,2.16,37.55,17.65,0.48,0.16,25.16,30.74,0.39,0.16,1.48,0.94,0.48,0.19,0.29,0.71,2.68,1.84,1.45,0.61,0,0.81,0.1,0.26,0.1,0.01,0.02,0.29,0.48,0.03,0,0
245,Issa Diop,Fulham,63.76,87.45,42.86,72.58,45.56,41.18,0,a712ca2b,21,15,1339,0.21,0.86,0.1,31.14,18.38,0.31,0.07,22.86,26.14,0.07,0.03,0.9,0.41,0.34,0.24,0.1,0.31,2.48,1.55,0.62,0.17,0.07,0.21,0,0.17,0.07,0.02,0,0.1,0.07,0,0,0
247,Alex Iwobi,Fulham,78.45,75.05,49.56,64.56,56.86,42.41,0,6ca5ec4b,38,35,2981,3.35,4.95,5.72,43.28,30.51,1.44,0.93,26.74,35.63,2.26,1.12,1.02,0.58,0.6,0.02,0.58,0.33,0.67,3.26,0.79,0.28,0.02,2.84,0.37,1.58,0.67,0.11,0.16,1.37,2.44,0.12,0,0
248,Bernd Leno,Fulham,90,81.84,0,100,100,0,66.75,2628fd2b,38,38,3420,0,0,0,38.92,25.13,0,0,30.24,36.95,0,0,0.05,0.05,0.03,0,0.03,0,0.29,1.32,0.05,0,0.13,0.16,0.05,0,0,0,0,0.05,0,0,4.18,2.79
249,Saša Lukić,Fulham,78.13,87.29,48,41.98,57.5,11.32,0,c6e8cf1f,30,28,2344,1.15,2.88,0.97,43.91,24.26,0.68,0.24,32.35,37.06,0.5,0.24,2,1.15,0.59,0.21,0.38,0.82,1.03,3.21,1.62,0.94,0.03,1.62,0.12,0.53,0.06,0.04,0.04,0.76,1.18,0,0,0
